,salary,tool
37174,35000,PowerPoint
37174,35000,Word
37175,35500,Excel
37175,35500,Word
37181,57500,Java
37181,57500,Spring
37185,75000,
37186,100000,HTML
37186,100000,CSS
37186,100000,Angular
37189,38500,Servlets
37189,38500,ASP.NET
37189,38500,C++.Net
37189,38500,Java
37189,38500,JSP
37189,38500,Spring
37189,38500,MSSQL
37189,38500,Tomcat
37189,38500,HTML
37189,38500,JavaScript
37189,38500,XML
37189,38500,CSS
37193,92307,Git
37193,92307,Python
37193,92307,AWS
37194,60000,Linux
37194,60000,Java
37194,60000,Oracle
37194,60000,JavaScript
37194,60000,ReactJS
37194,60000,VueJS
37195,115000,Linux
37195,115000,Shell
37195,115000,Github
37195,115000,MySQL
37195,115000,Domino
37195,115000,AWS
37195,115000,TCP/IP
37196,42500,MSSQL
37197,47500,ASP.NET
37197,47500,Python
37197,47500,R
37197,47500,MSSQL
37200,45000,
37201,55000,ASP.NET
37201,55000,C#
37202,36000,
37203,80000,Python
37203,80000,R
37203,80000,Scala
37203,80000,JavaScript
37204,35000,TCP/IP
37204,35000,Excel
37204,35000,Outlook
37204,35000,PowerPoint
37204,35000,Word
37205,35500,Excel
37205,35500,Word
37211,57500,Java
37211,57500,Spring
37215,75000,
37216,100000,HTML
37216,100000,CSS
37216,100000,Angular
37219,38500,Servlets
37219,38500,ASP.NET
37219,38500,C++.Net
37219,38500,Java
37219,38500,JSP
37219,38500,Spring
37219,38500,MSSQL
37219,38500,Tomcat
37219,38500,HTML
37219,38500,JavaScript
37219,38500,XML
37219,38500,CSS
37223,92307,Git
37223,92307,Python
37223,92307,AWS
37224,60000,Linux
37224,60000,Java
37224,60000,Oracle
37224,60000,JavaScript
37224,60000,ReactJS
37224,60000,VueJS
37225,115000,Linux
37225,115000,Shell
37225,115000,Github
37225,115000,MySQL
37225,115000,Domino
37225,115000,AWS
37225,115000,TCP/IP
37226,42500,MSSQL
37227,47500,ASP.NET
37227,47500,Python
37227,47500,R
37227,47500,MSSQL
37230,45000,
37231,55000,ASP.NET
37231,55000,C#
37232,36000,
37233,80000,Python
37233,80000,R
37233,80000,Scala
37233,80000,JavaScript
37234,35000,TCP/IP
37234,35000,Excel
37234,35000,Outlook
37234,35000,PowerPoint
37234,35000,Word
37235,35500,Excel
37235,35500,Word
37241,57500,Java
37241,57500,Spring
37245,75000,
37246,100000,HTML
37246,100000,CSS
37246,100000,Angular
37249,38500,Servlets
37249,38500,ASP.NET
37249,38500,C++.Net
37249,38500,Java
37249,38500,JSP
37249,38500,Spring
37249,38500,MSSQL
37249,38500,Tomcat
37249,38500,HTML
37249,38500,JavaScript
37249,38500,XML
37249,38500,CSS
37253,92307,Git
37253,92307,Python
37253,92307,AWS
37254,60000,Linux
37254,60000,Java
37254,60000,Oracle
37254,60000,JavaScript
37254,60000,ReactJS
37254,60000,VueJS
37255,115000,Linux
37255,115000,Shell
37255,115000,Github
37255,115000,MySQL
37255,115000,Domino
37255,115000,AWS
37255,115000,TCP/IP
37256,42500,MSSQL
37257,47500,ASP.NET
37257,47500,Python
37257,47500,R
37257,47500,MSSQL
37260,45000,
37261,55000,ASP.NET
37261,55000,C#
37262,36000,
37263,80000,Python
37263,80000,R
37263,80000,Scala
37263,80000,JavaScript
37264,35000,TCP/IP
37264,35000,Excel
37264,35000,Outlook
37264,35000,PowerPoint
37264,35000,Word
37265,35500,Excel
37265,35500,Word
37271,57500,Java
37271,57500,Spring
37275,75000,
37276,100000,HTML
37276,100000,CSS
37276,100000,Angular
37279,38500,Servlets
37279,38500,ASP.NET
37279,38500,C++.Net
37279,38500,Java
37279,38500,JSP
37279,38500,Spring
37279,38500,MSSQL
37279,38500,Tomcat
37279,38500,HTML
37279,38500,JavaScript
37279,38500,XML
37279,38500,CSS
37283,92307,Git
37283,92307,Python
37283,92307,AWS
37284,60000,Linux
37284,60000,Java
37284,60000,Oracle
37284,60000,JavaScript
37284,60000,ReactJS
37284,60000,VueJS
37285,115000,Linux
37285,115000,Shell
37285,115000,Github
37285,115000,MySQL
37285,115000,Domino
37285,115000,AWS
37285,115000,TCP/IP
37286,42500,MSSQL
37287,47500,ASP.NET
37287,47500,Python
37287,47500,R
37287,47500,MSSQL
37290,45000,
37291,55000,ASP.NET
37291,55000,C#
37292,36000,
37293,80000,Python
37293,80000,R
37293,80000,Scala
37293,80000,JavaScript
37294,35000,TCP/IP
37294,35000,Excel
37294,35000,Outlook
37294,35000,PowerPoint
37294,35000,Word
37295,35500,Excel
37295,35500,Word
37301,57500,Java
37301,57500,Spring
37305,75000,
37306,100000,HTML
37306,100000,CSS
37306,100000,Angular
37309,38500,Servlets
37309,38500,ASP.NET
37309,38500,C++.Net
37309,38500,Java
37309,38500,JSP
37309,38500,Spring
37309,38500,MSSQL
37309,38500,Tomcat
37309,38500,HTML
37309,38500,JavaScript
37309,38500,XML
37309,38500,CSS
37313,92307,Git
37313,92307,Python
37313,92307,AWS
37314,60000,Linux
37314,60000,Java
37314,60000,Oracle
37314,60000,JavaScript
37314,60000,ReactJS
37314,60000,VueJS
37315,115000,Linux
37315,115000,Shell
37315,115000,Github
37315,115000,MySQL
37315,115000,Domino
37315,115000,AWS
37315,115000,TCP/IP
37316,42500,MSSQL
37317,47500,ASP.NET
37317,47500,Python
37317,47500,R
37317,47500,MSSQL
37320,45000,
37321,55000,ASP.NET
37321,55000,C#
37322,36000,
37323,80000,Python
37323,80000,R
37323,80000,Scala
37323,80000,JavaScript
37324,35000,TCP/IP
37324,35000,Excel
37324,35000,Outlook
37324,35000,PowerPoint
37324,35000,Word
37325,35500,Excel
37325,35500,Word
37331,57500,Java
37331,57500,Spring
37335,75000,
37336,100000,HTML
37336,100000,CSS
37336,100000,Angular
37339,38500,Servlets
37339,38500,ASP.NET
37339,38500,C++.Net
37339,38500,Java
37339,38500,JSP
37339,38500,Spring
37339,38500,MSSQL
37339,38500,Tomcat
37339,38500,HTML
37339,38500,JavaScript
37339,38500,XML
37339,38500,CSS
37343,92307,Git
37343,92307,Python
37343,92307,AWS
37344,60000,Linux
37344,60000,Java
37344,60000,Oracle
37344,60000,JavaScript
37344,60000,ReactJS
37344,60000,VueJS
37345,115000,Linux
37345,115000,Shell
37345,115000,Github
37345,115000,MySQL
37345,115000,Domino
37345,115000,AWS
37345,115000,TCP/IP
37346,42500,MSSQL
37347,47500,ASP.NET
37347,47500,Python
37347,47500,R
37347,47500,MSSQL
37350,45000,
37351,55000,ASP.NET
37351,55000,C#
37352,36000,
37353,80000,Python
37353,80000,R
37353,80000,Scala
37353,80000,JavaScript
37354,35000,TCP/IP
37354,35000,Excel
37354,35000,Outlook
37354,35000,PowerPoint
37354,35000,Word
37355,35500,Excel
37355,35500,Word
37361,57500,Java
37361,57500,Spring
37365,75000,
37366,100000,HTML
37366,100000,CSS
37366,100000,Angular
37369,38500,Servlets
37369,38500,ASP.NET
37369,38500,C++.Net
37369,38500,Java
37369,38500,JSP
37369,38500,Spring
37369,38500,MSSQL
37369,38500,Tomcat
37369,38500,HTML
37369,38500,JavaScript
37369,38500,XML
37369,38500,CSS
37373,92307,Git
37373,92307,Python
37373,92307,AWS
37374,60000,Linux
37374,60000,Java
37374,60000,Oracle
37374,60000,JavaScript
37374,60000,ReactJS
37374,60000,VueJS
37375,115000,Linux
37375,115000,Shell
37375,115000,Github
37375,115000,MySQL
37375,115000,Domino
37375,115000,AWS
37375,115000,TCP/IP
37376,42500,MSSQL
37377,47500,ASP.NET
37377,47500,Python
37377,47500,R
37377,47500,MSSQL
37380,45000,
37381,55000,ASP.NET
37381,55000,C#
37382,36000,
37383,80000,Python
37383,80000,R
37383,80000,Scala
37383,80000,JavaScript
37384,35000,TCP/IP
37384,35000,Excel
37384,35000,Outlook
37384,35000,PowerPoint
37384,35000,Word
37385,35500,Excel
37385,35500,Word
37391,57500,Java
37391,57500,Spring
37395,75000,
37396,100000,HTML
37396,100000,CSS
37396,100000,Angular
37399,38500,Servlets
37399,38500,ASP.NET
37399,38500,C++.Net
37399,38500,Java
37399,38500,JSP
37399,38500,Spring
37399,38500,MSSQL
37399,38500,Tomcat
37399,38500,HTML
37399,38500,JavaScript
37399,38500,XML
37399,38500,CSS
37403,92307,Git
37403,92307,Python
37403,92307,AWS
37404,60000,Linux
37404,60000,Java
37404,60000,Oracle
37404,60000,JavaScript
37404,60000,ReactJS
37404,60000,VueJS
37405,115000,Linux
37405,115000,Shell
37405,115000,Github
37405,115000,MySQL
37405,115000,Domino
37405,115000,AWS
37405,115000,TCP/IP
37406,42500,MSSQL
37407,47500,ASP.NET
37407,47500,Python
37407,47500,R
37407,47500,MSSQL
37410,45000,
37411,55000,ASP.NET
37411,55000,C#
37412,36000,
37413,80000,Python
37413,80000,R
37413,80000,Scala
37413,80000,JavaScript
37414,35000,TCP/IP
37414,35000,Excel
37414,35000,Outlook
37414,35000,PowerPoint
37414,35000,Word
37415,35500,Excel
37415,35500,Word
37421,57500,Java
37421,57500,Spring
37425,75000,
37426,100000,HTML
37426,100000,CSS
37426,100000,Angular
37429,38500,Servlets
37429,38500,ASP.NET
37429,38500,C++.Net
37429,38500,Java
37429,38500,JSP
37429,38500,Spring
37429,38500,MSSQL
37429,38500,Tomcat
37429,38500,HTML
37429,38500,JavaScript
37429,38500,XML
37429,38500,CSS
37433,92307,Git
37433,92307,Python
37433,92307,AWS
37434,60000,Linux
37434,60000,Java
37434,60000,Oracle
37434,60000,JavaScript
37434,60000,ReactJS
37434,60000,VueJS
37435,115000,Linux
37435,115000,Shell
37435,115000,Github
37435,115000,MySQL
37435,115000,Domino
37435,115000,AWS
37435,115000,TCP/IP
37436,42500,MSSQL
37437,47500,ASP.NET
37437,47500,Python
37437,47500,R
37437,47500,MSSQL
37440,45000,
37441,55000,ASP.NET
37441,55000,C#
37442,36000,
37443,80000,Python
37443,80000,R
37443,80000,Scala
37443,80000,JavaScript
37444,35000,TCP/IP
37444,35000,Excel
37444,35000,Outlook
37444,35000,PowerPoint
37444,35000,Word
37445,35500,Excel
37445,35500,Word
37451,57500,Java
37451,57500,Spring
37455,75000,
37456,100000,HTML
37456,100000,CSS
37456,100000,Angular
37459,38500,Servlets
37459,38500,ASP.NET
37459,38500,C++.Net
37459,38500,Java
37459,38500,JSP
37459,38500,Spring
37459,38500,MSSQL
37459,38500,Tomcat
37459,38500,HTML
37459,38500,JavaScript
37459,38500,XML
37459,38500,CSS
37463,92307,Git
37463,92307,Python
37463,92307,AWS
37464,60000,Linux
37464,60000,Java
37464,60000,Oracle
37464,60000,JavaScript
37464,60000,ReactJS
37464,60000,VueJS
37465,115000,Linux
37465,115000,Shell
37465,115000,Github
37465,115000,MySQL
37465,115000,Domino
37465,115000,AWS
37465,115000,TCP/IP
37466,42500,MSSQL
37467,47500,ASP.NET
37467,47500,Python
37467,47500,R
37467,47500,MSSQL
37470,45000,
37471,55000,ASP.NET
37471,55000,C#
37472,36000,
37473,80000,Python
37473,80000,R
37473,80000,Scala
37473,80000,JavaScript
37474,35000,TCP/IP
37474,35000,Excel
37474,35000,Outlook
37474,35000,PowerPoint
37474,35000,Word
37475,35500,Excel
37475,35500,Word
37481,57500,Java
37481,57500,Spring
37485,75000,
37486,100000,HTML
37486,100000,CSS
37486,100000,Angular
37489,38500,Servlets
37489,38500,ASP.NET
37489,38500,C++.Net
37489,38500,Java
37489,38500,JSP
37489,38500,Spring
37489,38500,MSSQL
37489,38500,Tomcat
37489,38500,HTML
37489,38500,JavaScript
37489,38500,XML
37489,38500,CSS
37493,92307,Git
37493,92307,Python
37493,92307,AWS
37494,60000,Linux
37494,60000,Java
37494,60000,Oracle
37494,60000,JavaScript
37494,60000,ReactJS
37494,60000,VueJS
37495,115000,Linux
37495,115000,Shell
37495,115000,Github
37495,115000,MySQL
37495,115000,Domino
37495,115000,AWS
37495,115000,TCP/IP
37496,42500,MSSQL
37497,47500,ASP.NET
37497,47500,Python
37497,47500,R
37497,47500,MSSQL
37500,45000,
37501,55000,ASP.NET
37501,55000,C#
37502,36000,
37503,80000,Python
37503,80000,R
37503,80000,Scala
37503,80000,JavaScript
37504,35000,TCP/IP
37504,35000,Excel
37504,35000,Outlook
37504,35000,PowerPoint
37504,35000,Word
37505,35500,Excel
37505,35500,Word
37511,57500,Java
37511,57500,Spring
37515,75000,
37516,100000,HTML
37516,100000,CSS
37516,100000,Angular
37519,38500,Servlets
37519,38500,ASP.NET
37519,38500,C++.Net
37519,38500,Java
37519,38500,JSP
37519,38500,Spring
37519,38500,MSSQL
37519,38500,Tomcat
37519,38500,HTML
37519,38500,JavaScript
37519,38500,XML
37519,38500,CSS
37523,92307,Git
37523,92307,Python
37523,92307,AWS
37524,60000,Linux
37524,60000,Java
37524,60000,Oracle
37524,60000,JavaScript
37524,60000,ReactJS
37524,60000,VueJS
37525,115000,Linux
37525,115000,Shell
37525,115000,Github
37525,115000,MySQL
37525,115000,Domino
37525,115000,AWS
37525,115000,TCP/IP
37526,42500,MSSQL
37527,47500,ASP.NET
37527,47500,Python
37527,47500,R
37527,47500,MSSQL
37530,45000,
37531,55000,ASP.NET
37531,55000,C#
37532,36000,
37533,80000,Python
37533,80000,R
37533,80000,Scala
37533,80000,JavaScript
37534,35000,TCP/IP
37534,35000,Excel
37534,35000,Outlook
37534,35000,PowerPoint
37534,35000,Word
37535,35500,Excel
37535,35500,Word
37541,57500,Java
37541,57500,Spring
37545,75000,
37546,100000,HTML
37546,100000,CSS
37546,100000,Angular
37549,38500,Servlets
37549,38500,ASP.NET
37549,38500,C++.Net
37549,38500,Java
37549,38500,JSP
37549,38500,Spring
37549,38500,MSSQL
37549,38500,Tomcat
37549,38500,HTML
37549,38500,JavaScript
37549,38500,XML
37549,38500,CSS
37553,92307,Git
37553,92307,Python
37553,92307,AWS
37554,60000,Linux
37554,60000,Java
37554,60000,Oracle
37554,60000,JavaScript
37554,60000,ReactJS
37554,60000,VueJS
37555,115000,Linux
37555,115000,Shell
37555,115000,Github
37555,115000,MySQL
37555,115000,Domino
37555,115000,AWS
37555,115000,TCP/IP
37556,42500,MSSQL
37557,47500,ASP.NET
37557,47500,Python
37557,47500,R
37557,47500,MSSQL
37560,45000,
37561,55000,ASP.NET
37561,55000,C#
37562,36000,
37563,80000,Python
37563,80000,R
37563,80000,Scala
37563,80000,JavaScript
37564,35000,TCP/IP
37564,35000,Excel
37564,35000,Outlook
37564,35000,PowerPoint
37564,35000,Word
37565,35500,Excel
37565,35500,Word
37570,38906,Excel
37570,38906,Outlook
37570,38906,PowerPoint
37570,38906,Word
37570,38906,中文打字50~75
37570,38906,英文打字20~50
37571,38000,Python
37571,38000,VBA
37571,38000,MSSQL
37571,38000,Tableau
37571,38000,PowerBI
37574,88461,
37579,64384,MSSQL
37580,29232,OOAD
37580,29232,OOP
37580,29232,AJAX
37580,29232,ASP.NET
37580,29232,C#
37580,29232,Java
37580,29232,JSP
37580,29232,Spring
37580,29232,Struts
37580,29232,JDBC
37580,29232,MSSQL
37580,29232,MySQL
37580,29232,Oracle
37580,29232,HTML
37580,29232,JavaScript
37580,29232,jQuery
37580,29232,CSS
37580,29232,ReactJS
37580,29232,AngularJS
37580,29232,VueJS
37585,64384,MSSQL
37600,38906,Excel
37600,38906,Outlook
37600,38906,PowerPoint
37600,38906,Word
37600,38906,中文打字50~75
37600,38906,英文打字20~50
37601,38000,Python
37601,38000,VBA
37601,38000,MSSQL
37601,38000,Tableau
37601,38000,PowerBI
37604,88461,
37609,64384,MSSQL
37610,29232,OOAD
37610,29232,OOP
37610,29232,AJAX
37610,29232,ASP.NET
37610,29232,C#
37610,29232,Java
37610,29232,JSP
37610,29232,Spring
37610,29232,Struts
37610,29232,JDBC
37610,29232,MSSQL
37610,29232,MySQL
37610,29232,Oracle
37610,29232,HTML
37610,29232,JavaScript
37610,29232,jQuery
37610,29232,CSS
37610,29232,ReactJS
37610,29232,AngularJS
37610,29232,VueJS
37615,64384,MSSQL
37630,38906,Excel
37630,38906,Outlook
37630,38906,PowerPoint
37630,38906,Word
37630,38906,中文打字50~75
37630,38906,英文打字20~50
37631,38000,Python
37631,38000,VBA
37631,38000,MSSQL
37631,38000,Tableau
37631,38000,PowerBI
37634,88461,
37639,64384,MSSQL
37640,29232,OOAD
37640,29232,OOP
37640,29232,AJAX
37640,29232,ASP.NET
37640,29232,C#
37640,29232,Java
37640,29232,JSP
37640,29232,Spring
37640,29232,Struts
37640,29232,JDBC
37640,29232,MSSQL
37640,29232,MySQL
37640,29232,Oracle
37640,29232,HTML
37640,29232,JavaScript
37640,29232,jQuery
37640,29232,CSS
37640,29232,ReactJS
37640,29232,AngularJS
37640,29232,VueJS
37645,64384,MSSQL
37660,38906,Excel
37660,38906,Outlook
37660,38906,PowerPoint
37660,38906,Word
37660,38906,中文打字50~75
37660,38906,英文打字20~50
37661,38000,Python
37661,38000,VBA
37661,38000,MSSQL
37661,38000,Tableau
37661,38000,PowerBI
37664,88461,
37669,64384,MSSQL
37670,29232,OOAD
37670,29232,OOP
37670,29232,AJAX
37670,29232,ASP.NET
37670,29232,C#
37670,29232,Java
37670,29232,JSP
37670,29232,Spring
37670,29232,Struts
37670,29232,JDBC
37670,29232,MSSQL
37670,29232,MySQL
37670,29232,Oracle
37670,29232,HTML
37670,29232,JavaScript
37670,29232,jQuery
37670,29232,CSS
37670,29232,ReactJS
37670,29232,AngularJS
37670,29232,VueJS
37675,64384,MSSQL
37690,38906,Excel
37690,38906,Outlook
37690,38906,PowerPoint
37690,38906,Word
37690,38906,中文打字50~75
37690,38906,英文打字20~50
37691,38000,Python
37691,38000,VBA
37691,38000,MSSQL
37691,38000,Tableau
37691,38000,PowerBI
37694,88461,
37699,64384,MSSQL
37700,29232,OOAD
37700,29232,OOP
37700,29232,AJAX
37700,29232,ASP.NET
37700,29232,C#
37700,29232,Java
37700,29232,JSP
37700,29232,Spring
37700,29232,Struts
37700,29232,JDBC
37700,29232,MSSQL
37700,29232,MySQL
37700,29232,Oracle
37700,29232,HTML
37700,29232,JavaScript
37700,29232,jQuery
37700,29232,CSS
37700,29232,ReactJS
37700,29232,AngularJS
37700,29232,VueJS
37705,64384,MSSQL
37717,40000,
37718,40000,C#
37718,40000,MSSQL
37718,40000,MySQL
37719,46000,
37725,29250,Excel
37725,29250,Word
37725,29250,AdobePhotoshop
37725,29250,PhotoImpact
37727,41000,Linux
37727,41000,Windows10
37727,41000,Git
37727,41000,C#
37727,41000,MySQL
37727,41000,JavaScript
37728,33000,
37733,40000,PHP
37733,40000,MySQL
37733,40000,HTML
37733,40000,JavaScript
37733,40000,CSS
37734,56500,Linux
37734,56500,Shell
37738,51500,
37739,51500,Linux
37739,51500,TCP/IP
37740,51500,Linux
37740,51500,TCP/IP
37742,32500,Excel
37742,32500,Outlook
37742,32500,Word
37743,35000,Github
37743,35000,HTML
37743,35000,Flex
37743,35000,CSS
37743,35000,Sass
37743,35000,VueJS
37744,30000,
37745,31320,Python
37745,31320,Excel
37745,31320,Outlook
37745,31320,PowerPoint
37745,31320,Word
37747,34000,Linux
37755,29250,Excel
37755,29250,Word
37755,29250,AdobePhotoshop
37755,29250,PhotoImpact
37757,41000,Linux
37757,41000,Windows10
37757,41000,Git
37757,41000,C#
37757,41000,MySQL
37757,41000,JavaScript
37758,33000,
37763,40000,PHP
37763,40000,MySQL
37763,40000,HTML
37763,40000,JavaScript
37763,40000,CSS
37764,56500,Linux
37764,56500,Shell
37768,51500,
37769,51500,Linux
37769,51500,TCP/IP
37770,51500,Linux
37770,51500,TCP/IP
37772,32500,Excel
37772,32500,Outlook
37772,32500,Word
37773,35000,Github
37773,35000,HTML
37773,35000,Flex
37773,35000,CSS
37773,35000,Sass
37773,35000,VueJS
37774,30000,
37775,31320,Python
37775,31320,Excel
37775,31320,Outlook
37775,31320,PowerPoint
37775,31320,Word
37777,34000,Linux
37785,29250,Excel
37785,29250,Word
37785,29250,AdobePhotoshop
37785,29250,PhotoImpact
37787,61538,ASP.NET
37787,61538,C#
37788,61538,HTML
37788,61538,JavaScript
37788,61538,XML
37788,61538,jQuery
